geno	Omi32_a_2_1	Omi32_a_2_2	Omi32_a_2_3	Omi32_a_2_4	Omi32_a_3_1	Omi32_a_3_2	Omi32_a_3_3	Omi32_a_3_4	Omi32_a_4_1	Omi32_a_4_2	Omi32_a_4_3	Omi32_a_4_4	Omi32_a_5_1	Omi32_a_5_2	Omi32_a_5_3	Omi32_a_5_4	Omi32_a_6_1	Omi32_a_6_2	Omi32_a_6_3	Omi32_a_6_4	Omi32_a_7_1	Omi32_a_7_2	Omi32_a_7_3	Omi32_a_7_4	Omi32_a_8_1	Omi32_a_8_2	Omi32_a_8_3	Omi32_a_8_4	Omi32_a_F_1	Omi32_a_F_2	Omi32_a_F_3	Omi32_a_F_4	Omi32_a_F_5	Omi32_a_F_6	Omi32_a_10_1	Omi32_b_2_1	Omi32_b_2_2	Omi32_b_2_3	Omi32_b_2_4	Omi32_b_3_1	Omi32_b_3_2	Omi32_b_3_3	Omi32_b_3_4	Omi32_b_4_1	Omi32_b_4_2	Omi32_b_4_3	Omi32_b_4_4	Omi32_b_5_1	Omi32_b_5_2	Omi32_b_5_3	Omi32_b_5_4	Omi32_b_6_1	Omi32_b_6_2	Omi32_b_6_3	Omi32_b_6_4	Omi32_b_7_1	Omi32_b_7_2	Omi32_b_7_3	Omi32_b_7_4	Omi32_b_8_1	Omi32_b_8_2	Omi32_b_8_3	Omi32_b_8_4	Omi32_b_F_1	Omi32_b_F_2	Omi32_b_F_3	Omi32_b_F_4	Omi32_b_F_5	Omi32_b_F_6	Omi32_b_10_1
0101001101001	0	1	185	54	0	57	327	1	0	31	68	55	7	119	119	0	74	213	26	0	271	0	0	0	567	0	0	0	0	0	0	29	292	76	0	1	0	294	146	0	0	324	2	0	5	27	0	1	2	0	2	720	0	1	0	169	1	0	0	343	1	0	0	0	11	41	0	188	88	1
0101001101010	0	1	135	436	0	8	702	52	0	19	476	411	31	139	61	148	274	241	119	0	812	2	0	0	738	0	0	0	3	1	15	95	501	176	0	2	0	522	1389	0	69	806	253	0	5	396	320	1	99	562	41	521	201	2	0	900	131	0	0	1126	2	0	0	0	227	53	259	337	978	183
0101001101011	0	1	29	85	0	0	29	10	1	0	65	8	14	54	30	0	7	0	0	0	0	0	0	0	35	0	0	0	0	3	0	0	80	39	0	0	0	108	229	0	0	346	35	0	1	55	1	1	109	0	0	0	0	0	0	385	0	0	0	314	0	0	0	0	0	0	0	2	134	0
0101001101100	0	10	355	544	0	0	65	139	4	0	176	233	10	0	110	155	334	255	364	0	459	60	0	0	1014	0	0	0	1	2	0	1	231	204	0	0	3	760	1278	0	0	227	702	0	5	264	168	0	131	131	199	166	247	123	0	781	273	0	0	1188	64	0	0	0	5	111	51	78	489	75
0101001101101	1	13	736	2102	1	6	316	985	8	49	62	1078	17	3	687	1132	745	462	414	0	1853	90	0	0	1958	0	0	0	7	47	3	286	1624	553	0	1	7	555	2975	0	203	1292	2033	1	15	1045	1078	1	135	627	1051	587	601	427	0	2501	13	0	0	2686	151	0	0	2	7	205	407	277	1424	299
0101001101110	0	47	160	257	0	0	37	116	0	0	2	278	0	0	79	428	11	19	84	0	1039	15	0	0	456	0	0	0	0	1	0	50	319	74	0	0	10	585	343	0	2	1	346	0	8	0	111	5	0	0	469	349	39	229	0	184	1	0	0	292	0	0	0	0	0	9	99	26	106	72
0101001101111	0	7	575	1225	1	0	172	536	7	3	3	998	0	0	83	686	215	508	451	0	866	52	0	0	1174	17	0	0	3	5	25	178	930	351	0	4	4	432	1062	2	90	153	960	0	5	373	1284	2	1	117	1147	254	44	514	0	677	275	0	0	2101	3	0	0	0	5	249	151	270	593	168
0101001110000	0	0	828	256	0	95	516	32	0	211	644	1	5	142	302	2	514	4	54	0	887	47	0	0	1719	1	0	0	0	0	24	154	480	125	0	1	75	943	301	0	246	1385	168	0	1485	1234	164	105	191	366	0	764	102	0	0	882	0	0	0	1270	61	0	0	23	1	4	390	241	260	522
0101001110001	0	3	289	41	2	2	356	0	0	40	362	83	4	266	97	0	254	310	65	0	207	0	0	0	308	0	0	0	5	2	1	1	154	92	0	0	28	582	234	1	1	658	135	0	108	541	4	3	2	1	0	111	0	77	0	649	3	0	0	543	125	0	0	0	0	1	90	27	294	65
0101001110010	0	4	134	368	1	1	607	99	0	0	158	14	24	100	215	0	123	110	50	0	506	17	0	0	607	0	0	0	5	7	5	131	630	174	0	1	4	449	408	0	3	613	120	0	0	392	49	0	197	90	2	563	149	5	0	467	173	0	0	1153	35	0	0	0	3	4	239	225	295	199
0101001110011	0	6	907	1031	24	16	1371	139	1	142	340	421	9	333	477	84	940	235	177	0	1960	118	0	0	2348	60	0	0	5	4	4	226	1588	303	1	0	10	1554	2275	1	83	2011	106	0	334	2366	575	35	568	645	301	812	93	0	0	980	4	0	0	2229	3	0	0	2	0	585	305	373	979	90
0101001110100	0	0	104	101	0	2	101	54	0	1	1	203	1	3	65	146	147	108	20	0	438	0	0	0	368	0	0	0	1	1	31	83	179	92	0	0	0	378	636	0	0	202	222	0	0	192	98	1	0	458	11	311	49	0	0	262	0	0	0	448	2	0	0	8	0	1	43	71	213	1
0101001110101	0	18	193	1012	0	0	191	282	0	1	61	152	18	0	146	318	448	204	525	0	552	15	0	0	1107	17	0	0	7	2	35	148	688	242	0	0	7	537	463	1	103	604	563	0	4	136	483	1	0	262	49	970	1	180	0	247	82	0	0	1221	4	0	0	0	0	114	311	149	745	191
0101001110110	0	0	180	584	0	72	165	367	0	3	63	675	37	1	114	572	334	224	416	0	957	6	0	0	925	0	0	0	0	0	1	149	934	175	0	0	43	485	1846	1	70	135	1166	1	5	328	1045	1	1	361	633	494	64	78	0	991	29	0	0	1601	29	0	0	0	21	361	241	267	321	102
0101001110111	0	79	523	1333	0	8	410	822	0	63	48	1263	7	3	120	1114	222	435	1193	0	1312	104	0	0	1473	0	0	0	0	3	91	702	1325	297	0	1	9	1204	2318	1	63	331	1946	1	7	340	1268	2	3	232	833	662	215	69	0	1973	68	0	0	2613	91	0	0	5	0	11	736	562	1013	456
0101001111000	0	50	480	106	0	0	748	60	0	43	197	77	7	191	127	0	282	140	156	0	837	88	0	0	1403	2	0	0	0	5	14	42	231	205	0	0	35	778	113	0	173	1003	96	0	894	582	1	105	766	128	1	733	107	0	0	590	30	0	0	832	2	0	0	0	122	77	196	128	578	48
0101001111001	1	12	2313	649	4	360	2431	145	125	244	1419	188	58	923	627	67	1290	448	295	0	2826	69	0	0	3602	4	0	0	8	83	23	276	1986	691	0	0	42	3991	1870	3	441	3975	388	0	1796	1806	270	125	1720	536	183	1371	245	64	0	3877	5	0	0	5055	87	0	0	4	72	125	765	777	1749	1322
0101001111010	1	39	707	1384	0	81	1159	283	0	182	1274	97	16	488	509	198	1225	548	213	0	1959	52	0	0	2884	0	0	0	14	0	32	182	2169	379	0	1	98	2581	2356	0	137	2630	421	0	444	1667	227	0	182	1189	154	1133	95	200	0	2705	98	0	0	3486	8	0	0	184	1	400	305	680	1126	795
0101001111011	0	84	573	865	0	10	1527	238	0	22	915	305	11	322	462	97	582	336	81	0	2036	28	0	0	2291	1	0	0	3	2	34	200	1205	198	0	1	12	2180	1214	18	50	1209	388	0	5	1740	252	0	393	364	70	1093	5	0	0	1531	2	0	0	2041	130	0	0	1	97	187	279	666	1018	114
0101001111100	0	3	194	279	0	1	235	167	0	0	83	174	0	0	87	103	230	161	65	0	477	0	0	0	642	1	0	0	0	3	45	216	784	84	0	0	1	310	488	0	5	287	552	0	0	285	265	1	0	488	208	276	76	0	0	645	205	0	0	790	0	0	0	86	4	2	47	254	561	206
0101001111101	0	18	163	516	0	0	369	275	25	2	280	270	4	0	193	140	355	2	139	0	965	55	0	0	820	0	0	0	0	3	1	135	294	174	0	0	1	499	1065	0	60	203	471	0	0	68	458	0	0	263	268	206	137	62	0	300	0	0	0	1086	109	0	0	14	25	587	135	156	99	265
0101001111110	0	9	0	11	0	0	0	13	0	0	0	80	0	0	32	147	33	0	0	0	27	0	0	0	37	0	0	0	0	0	0	1	1	6	0	0	0	0	223	0	1	198	71	0	0	60	146	0	2	0	1	2	0	0	0	4	0	0	0	38	0	0	0	0	0	0	6	20	53	0
0101001111111	0	1	115	158	1	0	5	86	0	0	20	272	1	0	50	138	135	141	194	0	287	1	0	0	556	2	0	0	7	6	6	4	54	148	0	0	1	69	473	2	1	41	338	0	0	73	21	0	1	0	261	3	101	108	0	288	212	0	0	339	0	0	0	0	0	88	70	118	259	2
0101010000000	1	164	920	144	0	326	839	27	1	88	238	29	39	383	102	3	292	209	3	0	1135	61	0	0	1491	1	0	0	9	2	44	734	1217	111	0	1	313	1686	235	3	308	1449	179	0	363	1198	5	0	626	9	1	1583	69	0	0	886	95	0	0	1425	7	0	0	104	5	242	467	333	321	891
0101010000001	0	180	932	82	0	292	781	29	0	295	234	27	2	521	159	67	368	49	303	0	1276	3	0	0	1307	16	0	0	2	1	1	614	1430	137	0	4	368	1896	102	5	831	1109	80	1	395	379	62	40	641	595	1	1045	44	1	0	2087	0	0	0	1583	27	0	0	0	18	115	544	339	253	41
0101010000010	2	141	1839	612	4	77	2679	161	3	17	1824	416	39	561	653	0	1034	202	159	0	2506	53	0	0	3158	0	0	0	97	3	5	974	2967	371	0	1	42	3121	1171	4	172	2802	404	0	945	2097	520	130	277	1084	210	2226	364	4	0	2539	18	0	0	4000	78	0	0	2	0	656	1182	1284	596	123
0101010000011	0	23	489	170	4	93	258	1	0	15	108	18	13	138	72	0	291	327	0	0	437	0	0	0	1167	0	0	0	1	0	0	195	321	23	0	6	2	1159	341	1	0	551	8	0	2	489	0	1	232	140	2	127	135	0	0	202	0	0	0	888	0	0	0	61	1	204	287	337	126	84
0101010000100	0	27	2880	3365	2	6	1520	1206	6	43	1317	1207	51	16	1029	937	1397	671	1294	0	3238	81	0	0	5258	38	0	0	8	9	71	2049	4467	419	0	3	11	5328	4641	8	109	3089	3605	0	13	3106	2600	2	374	1198	1827	2403	917	330	0	5808	175	0	0	8625	116	0	0	3	160	928	1950	1949	1039	697
0101010000101	0	38	733	782	1	5	309	539	0	6	331	589	1	1	163	146	188	332	293	0	956	22	0	0	1498	0	0	0	12	4	10	660	1040	167	0	0	5	1195	1324	0	8	774	848	0	2	613	1309	2	92	719	89	666	163	115	0	1129	72	0	0	1599	149	0	0	71	84	419	465	447	402	27
0101010000110	0	0	152	289	0	0	135	217	0	0	1	2	0	0	63	85	11	34	116	0	367	1	0	0	334	0	0	0	0	0	0	246	553	116	0	0	0	453	438	0	0	223	536	0	4	0	48	5	16	166	93	574	49	335	0	305	5	0	0	491	0	0	0	0	0	118	227	110	156	3
0101010000111	0	10	848	916	0	0	78	172	0	1	93	459	7	2	126	402	279	34	70	0	668	0	0	0	566	8	0	0	1	3	74	460	705	74	0	1	5	695	1112	1	51	197	597	0	8	253	707	0	25	212	196	337	130	35	0	963	0	0	0	1273	4	0	0	2	0	1	241	132	91	100
0101010001000	0	100	865	24	0	438	604	0	0	236	496	157	0	257	107	239	829	120	9	0	858	38	0	0	1327	2	0	0	0	3	2	588	1028	178	0	0	281	2120	103	0	50	1824	3	0	279	1040	7	152	573	13	40	846	45	1	0	1692	94	0	0	2102	25	0	0	0	4	369	605	395	291	419
0101010001001	0	289	650	79	0	166	384	3	1	63	108	20	42	297	252	191	321	110	0	0	528	0	0	0	1104	14	0	0	1	2	27	165	396	134	0	1	118	1386	1	0	739	1287	74	0	654	704	2	58	167	374	0	987	4	0	0	640	204	0	0	1561	26	0	0	0	61	2	271	374	320	4
0101010001010	1	117	2483	844	0	431	2321	262	3	126	1877	168	22	950	719	82	1655	675	858	0	2817	164	0	0	3824	8	0	0	6	43	214	1573	3557	254	0	1	305	5635	1893	3	521	4155	445	0	1359	3963	376	104	1008	1575	221	3142	152	90	0	5074	95	0	0	5413	106	0	0	0	162	600	1467	1017	1585	455
0101010001011	1	6	765	382	0	1	545	70	0	72	236	39	4	76	119	0	450	215	125	0	1081	50	0	0	1208	0	0	0	0	1	11	289	906	101	0	0	60	956	1160	0	35	1135	97	0	341	664	170	36	212	444	1	884	3	0	0	1086	0	0	0	1913	128	0	0	1	0	492	496	253	633	52
0101010001100	0	78	566	533	1	0	681	178	0	1	246	226	9	34	191	279	371	152	263	0	1085	0	0	0	1217	1	0	0	0	5	80	217	1691	111	0	1	93	758	654	0	3	817	602	0	2	1243	549	0	1	832	51	703	364	73	0	517	110	0	0	1813	6	0	0	49	5	346	380	455	240	230
0101010001101	0	0	0	201	0	0	25	170	0	0	205	49	11	0	42	55	33	230	94	0	437	1	0	0	239	0	0	0	0	0	0	58	448	42	0	0	3	649	248	0	0	369	145	0	1	28	183	0	0	193	0	88	11	0	0	394	0	0	0	484	0	0	0	0	0	72	64	109	1	0
0101010001110	0	1	460	524	0	0	5	278	157	8	148	299	3	39	30	554	97	1	199	0	356	98	0	0	664	0	0	0	0	1	27	194	632	54	0	0	7	438	1046	0	63	230	1227	0	0	123	502	2	1	155	239	273	160	156	0	1424	5	0	0	1271	5	0	0	0	163	109	650	248	564	18
0101010001111	0	0	810	468	2	2	265	460	0	0	139	648	9	1	171	1232	172	218	408	0	637	2	0	0	748	1	0	0	1	2	8	427	756	90	0	0	0	689	1699	1	59	174	1065	0	2	620	586	0	121	153	379	121	114	152	0	1178	169	0	0	1217	3	0	0	0	0	65	246	554	151	11
0101010010000	0	110	794	4	0	84	409	12	2	28	347	2	18	243	33	81	302	140	0	0	660	2	0	0	1015	1	0	0	0	2	3	281	919	42	0	5	11	826	165	0	131	508	5	0	370	1104	5	238	126	4	0	538	93	11	0	427	1	0	0	1085	61	0	0	0	43	86	136	155	407	125
0101010010001	0	0	189	0	0	63	139	26	0	10	158	0	0	18	0	0	227	78	0	0	99	0	0	0	276	0	0	0	0	0	40	45	154	27	0	0	3	261	94	0	47	282	45	0	373	359	0	120	117	0	70	1	47	0	0	278	0	0	0	143	0	0	0	0	0	1	163	106	25	8
0101010010010	1	4	888	249	1	62	350	27	0	39	536	113	12	157	180	91	401	144	52	0	630	6	0	0	839	76	0	0	3	2	10	282	998	107	0	1	6	1249	565	0	53	1556	48	0	8	838	8	0	322	356	2	729	79	0	0	1123	100	0	0	1360	2	0	0	4	24	223	608	284	368	148
0101010010011	0	9	484	56	0	67	392	2	3	1	250	157	18	0	35	1	286	383	46	0	501	9	0	0	568	0	0	0	6	5	24	256	345	103	0	0	5	865	209	0	114	680	123	0	4	664	0	1	0	69	0	371	75	94	0	289	0	0	0	909	0	0	0	0	4	77	140	63	88	163
0101010010100	0	12	1874	1952	1	17	1281	553	3	64	1259	900	8	63	829	414	1112	770	443	0	2164	153	0	0	3420	21	0	0	17	28	73	1893	3406	373	0	3	70	2967	3304	3	60	2506	1556	0	439	2129	565	1	211	2840	432	490	296	97	0	4576	128	0	0	4478	4	0	0	1	8	558	1186	1008	979	252
0101010010101	0	2	381	703	3	123	939	131	0	2	389	547	0	66	427	70	448	495	326	0	612	40	0	0	1417	1	0	0	0	5	24	900	1950	69	0	1	3	1447	869	0	163	714	1148	0	394	876	356	0	258	1592	212	893	107	91	0	2589	11	0	0	2746	110	0	0	0	1	267	1225	648	253	165
0101010010110	0	157	827	1278	0	111	380	639	1	0	212	661	16	0	406	858	416	750	390	0	1097	39	0	0	2097	0	0	0	0	31	24	1165	1246	259	0	0	8	1646	2363	1	9	495	1726	1	13	576	1689	2	2	975	1632	588	275	438	0	2523	189	0	0	2505	48	0	0	2	7	322	831	618	306	187
0101010010111	0	51	890	1465	3	75	331	726	0	35	185	908	0	1	131	1138	398	318	645	0	1717	24	0	0	2130	1	0	0	1	4	93	981	1868	102	0	0	12	1964	3450	0	22	949	2025	0	12	560	1412	0	1	1046	400	562	198	191	0	1873	363	0	0	2733	65	0	0	291	7	376	1052	828	411	253
0101010011000	0	49	1983	191	0	342	1232	123	1	306	1179	168	52	654	330	229	790	485	183	0	1349	53	0	0	2535	33	0	0	0	5	65	432	2426	224	0	0	419	2328	285	0	697	2314	163	1	769	2095	274	241	763	274	162	1409	34	100	0	1934	1	0	0	3042	0	0	0	49	1	176	1322	802	1043	286
0101010011001	0	132	1108	189	0	129	873	38	0	59	435	160	19	559	192	4	641	84	37	0	1930	2	0	0	1428	0	0	0	0	13	24	421	1305	127	0	1	356	1523	113	0	517	945	195	1	668	1287	183	1	808	851	1	1266	154	1	0	598	0	0	0	1266	1	0	0	3	5	115	356	391	581	411
0101010011010	0	51	1884	338	0	78	984	158	0	44	657	146	2	340	356	11	916	316	158	0	1560	1	0	0	2641	0	0	0	1	7	31	758	2201	165	0	2	3	1995	1067	1	10	2135	146	1	340	1459	36	4	128	504	0	1049	289	1	0	1619	11	0	0	2128	104	0	0	2	1	182	964	809	323	180
0101010011011	0	0	79	103	0	0	143	1	0	0	246	0	0	41	92	0	74	1	0	0	194	0	0	0	89	0	0	0	0	0	0	159	427	28	0	0	0	331	0	0	36	0	0	0	0	165	0	0	197	64	0	105	0	0	0	243	0	0	0	216	0	0	0	0	0	68	60	78	0	1
0101010011100	0	0	424	315	0	0	192	191	0	0	267	48	0	0	199	114	68	9	3	0	746	80	0	0	651	0	0	0	4	3	1	257	757	46	0	0	0	525	851	1	0	436	228	0	5	372	142	0	65	544	74	6	57	1	0	390	147	0	0	404	1	0	0	0	0	94	220	247	442	117
0101010011101	1	1	415	708	0	1	423	319	0	0	399	252	30	6	232	404	462	81	133	0	490	4	0	0	1299	0	0	0	0	2	53	714	780	152	0	0	3	753	2266	1	2	815	680	0	0	1230	513	2	30	1279	179	689	276	4	0	914	130	0	0	1350	79	0	0	0	6	142	274	312	420	273
0101010011110	0	98	442	395	1	0	54	296	0	0	43	435	9	1	300	147	182	14	116	0	338	89	0	0	1007	0	0	0	0	32	23	83	433	42	0	0	4	794	775	0	59	315	665	0	4	93	525	0	0	486	323	641	127	1	0	792	43	0	0	990	1	0	0	0	1	313	384	183	382	63
0101010011111	0	14	441	708	0	9	305	326	0	0	31	349	1	1	49	87	359	171	227	0	257	0	0	0	834	0	0	0	52	1	0	342	890	78	0	0	13	895	695	0	6	392	778	1	1	60	1072	0	0	426	387	28	165	162	0	1010	3	0	0	1305	58	0	0	2	2	383	478	124	477	132
0101010100000	1	429	898	68	1	298	932	43	0	241	377	50	95	379	168	190	771	89	59	0	845	34	0	0	1645	0	0	0	1	5	31	561	1209	220	0	3	269	2257	103	0	1221	1879	187	0	1420	916	86	188	617	891	4	1584	132	114	0	854	1	0	0	2352	0	0	0	87	1	254	125	249	558	223
0101010100001	1	1349	4476	323	1	1504	2295	95	1	655	1380	232	221	1927	487	260	2278	357	274	0	3331	189	0	0	4738	51	0	0	18	6	154	1465	4522	412	0	4	2061	6274	352	4	2131	5030	126	1	3211	2502	498	926	1526	963	159	3903	445	8	0	5032	969	0	0	6517	477	0	0	112	49	852	1711	1721	1851	465
0101010100010	0	0	369	200	0	3	182	30	0	0	154	0	0	166	85	30	193	206	3	0	498	14	0	0	767	0	0	0	0	1	1	130	606	34	0	0	1	487	139	1	1	472	4	0	5	571	216	126	169	224	0	402	0	0	0	1007	24	0	0	714	0	0	0	0	2	2	139	193	40	73
0101010100011	0	121	1940	533	0	72	1319	77	1	222	938	114	7	593	206	72	284	148	87	0	1346	42	0	0	2313	0	0	0	55	7	42	457	2332	194	0	2	138	2324	890	1	142	2031	93	0	1242	1907	136	76	929	579	88	967	83	0	0	3293	174	0	0	3107	84	0	0	58	4	261	321	1087	747	71
0101010100100	0	4	1163	1271	1	2	1244	390	0	6	656	447	27	14	645	167	828	777	219	0	1101	79	0	0	2215	1	0	0	3	21	61	407	2040	168	0	3	214	1562	3314	9	10	1843	1271	1	15	1550	971	2	195	1570	263	622	336	110	0	2695	189	0	0	2631	5	0	0	31	95	220	516	540	445	279
0101010100101	0	2	869	981	0	3	698	172	0	1	617	229	0	61	309	217	318	97	59	0	744	107	0	0	1354	13	0	0	0	2	1	361	971	182	0	0	1	720	2003	0	3	888	1125	0	10	1308	648	12	126	1018	173	1262	121	82	0	1418	128	0	0	1855	214	0	0	0	6	1	255	704	252	508
0101010100110	0	2	483	774	0	61	242	580	0	0	270	648	14	4	282	326	288	536	217	0	1159	1	0	0	1393	1	0	0	3	53	64	447	1458	194	0	1	3	1807	1294	6	85	1072	880	0	5	599	473	1	2	555	697	914	167	5	0	2016	62	0	0	2537	35	0	0	2	65	251	508	904	642	322
0101010100111	0	17	1110	1335	1	10	547	516	0	1	150	843	0	2	288	1112	253	395	485	0	897	47	0	0	2311	0	0	0	0	8	0	589	2296	119	0	1	1	1496	2233	1	6	832	2320	0	7	816	889	0	17	1206	592	17	213	104	0	1855	251	0	0	2453	11	0	0	34	8	272	313	845	882	439
0101010101000	0	210	1038	20	1	417	634	24	0	38	304	9	14	302	145	54	881	105	21	0	634	82	0	0	1412	34	0	0	33	6	33	389	1642	74	0	2	383	1769	83	0	477	989	73	0	321	820	6	142	738	543	12	1483	85	0	0	1212	72	0	0	1194	1	0	0	1	0	4	475	384	326	133
0101010101001	0	197	769	0	0	74	523	32	0	1	136	45	35	169	81	22	173	57	1	0	574	0	0	0	1091	0	0	0	4	3	3	208	773	76	0	0	37	524	3	4	390	443	2	0	1535	503	5	136	50	35	149	578	0	0	0	2196	0	0	0	964	22	0	0	0	0	75	38	446	225	39
0101010101010	0	8	353	173	0	76	292	1	1	122	165	0	1	2	83	1	234	164	0	0	160	0	0	0	587	0	0	0	0	0	40	1	223	69	0	0	0	659	47	0	1	1117	0	0	0	373	180	1	259	0	0	431	0	1	0	97	62	0	0	595	0	0	0	0	1	2	67	198	291	0
0101010101011	0	4	802	128	1	49	730	39	0	236	305	92	0	88	161	0	508	180	90	0	833	1	0	0	741	0	0	0	0	2	11	168	697	130	0	0	71	1227	186	5	221	1283	59	0	58	718	67	49	506	252	2	1286	67	84	0	984	3	0	0	967	0	0	0	0	4	5	187	514	187	132
0101010101100	0	2	330	377	1	0	483	107	0	0	496	88	10	92	235	0	175	47	1	0	541	42	0	0	490	0	0	0	0	1	0	35	609	71	0	0	4	893	308	0	132	1195	116	0	2	1021	125	2	121	362	1	155	71	12	0	533	0	0	0	1121	0	0	0	0	36	49	245	89	287	41
0101010101101	0	2	756	646	2	129	1154	257	0	0	561	576	1	132	588	195	264	202	227	0	945	65	0	0	1499	0	0	0	58	25	5	511	1275	183	0	3	147	1449	1413	0	1	1942	548	0	6	888	331	0	90	789	301	909	230	0	0	1223	167	0	0	1723	3	0	0	0	76	206	742	524	737	391
0101010101110	0	43	1032	1093	0	2	346	611	0	57	656	681	25	1	187	282	491	30	484	0	1213	47	0	0	1501	0	0	0	0	2	3	843	1506	174	0	3	41	1476	2233	0	7	742	1447	0	5	806	675	3	11	644	476	584	77	68	0	1406	102	0	0	1356	153	0	0	56	1	95	295	434	785	100
0101010101111	1	42	1059	1756	1	35	779	978	1	9	525	695	10	37	221	410	395	199	753	0	2193	37	0	0	2278	0	0	0	1	62	0	1000	1890	198	0	0	11	1983	3094	0	3	1472	1793	0	8	950	1042	8	5	862	629	528	405	198	0	1474	168	0	0	2646	78	0	0	2	50	308	1008	362	771	380
0101010110000	0	332	862	31	0	102	843	1	0	212	322	56	2	134	74	0	494	119	123	0	815	0	0	0	999	0	0	0	0	2	26	42	1292	35	0	1	318	1252	170	2	415	1199	36	0	692	549	109	1	585	427	0	502	77	170	0	734	225	0	0	959	113	0	0	5	1	179	242	159	157	70
0101010110001	0	53	547	1	0	57	268	1	0	45	102	0	7	152	149	1	122	196	1	0	602	0	0	0	696	0	0	0	0	2	1	189	714	25	0	0	259	935	2	0	295	478	4	0	0	190	84	7	198	286	4	806	8	2	0	583	72	0	0	891	2	0	0	0	2	0	88	113	145	4
0101010110010	0	0	219	134	0	9	439	42	0	0	230	0	0	312	244	74	293	1	192	0	420	2	0	0	994	0	0	0	0	1	0	77	465	40	0	0	0	761	202	0	125	704	50	0	1	1175	2	33	165	165	0	307	14	0	0	502	0	0	0	984	106	0	0	0	0	152	142	260	298	119
0101010110011	0	3	771	339	1	1	284	0	0	13	29	0	0	28	114	1	362	91	24	0	731	12	0	0	759	30	0	0	1	1	5	43	269	76	0	0	1	741	322	0	78	1006	5	0	168	457	0	0	13	5	0	117	31	57	0	372	0	0	0	191	1	0	0	0	0	218	103	136	222	182
0101010110100	0	7	341	409	0	68	613	83	0	1	295	258	22	0	218	1	329	79	6	0	190	0	0	0	854	18	0	0	12	5	62	104	669	38	0	1	1	332	668	2	93	654	105	0	4	349	138	1	1	283	68	703	0	0	0	780	0	0	0	386	0	0	0	2	0	117	99	216	180	9
0101010110101	0	0	371	468	0	94	242	97	0	0	356	188	0	0	419	0	308	152	43	0	729	6	0	0	1278	0	0	0	0	103	0	425	679	91	0	0	1	347	1093	1	8	1578	127	0	6	1379	184	0	188	707	2	849	140	245	0	1328	8	0	0	939	0	0	0	0	2	2	359	377	36	216
0101010110110	0	52	180	222	0	0	413	117	0	0	89	168	0	0	146	0	80	200	357	0	607	7	0	0	771	0	0	0	1	3	44	22	406	64	0	0	4	406	1099	0	2	213	276	0	3	426	990	0	0	55	336	8	105	0	0	1306	180	0	0	993	52	0	0	1	1	1	223	218	144	237
0101010110111	0	50	508	1317	10	7	386	316	0	38	310	621	2	136	337	709	326	801	287	0	1019	3	0	0	1848	0	0	0	14	7	22	237	1711	163	0	10	101	1411	2688	0	3	718	1731	0	9	557	921	1	147	706	363	1256	414	506	0	1962	470	0	0	2662	65	0	0	82	1	90	389	340	323	310
0101010111000	0	101	426	1	1	61	435	29	0	86	54	4	0	295	41	1	449	32	101	0	255	86	0	0	731	0	0	0	0	0	1	91	130	35	0	2	271	462	2	1	144	999	117	0	376	337	0	1	292	1	1	463	0	0	0	581	0	0	0	444	81	0	0	55	1	94	83	227	347	132
0101010111001	0	0	159	53	0	0	67	2	0	90	0	0	0	0	5	0	149	1	0	0	207	42	0	0	442	17	0	0	0	29	12	0	206	0	0	0	0	438	0	0	44	354	1	0	2	169	0	36	0	1	0	533	2	0	0	444	0	0	0	224	0	0	0	0	0	4	3	1	64	1
0101010111010	0	2	286	89	0	18	30	0	2	0	106	0	0	26	103	2	98	0	0	0	305	29	0	0	476	0	0	0	0	0	1	0	0	39	0	0	6	286	140	0	12	196	129	0	141	334	0	55	328	1	1	88	0	114	0	506	10	0	0	177	1	0	0	31	5	0	47	49	90	3
0101010111011	3	23	958	191	0	7	678	79	0	40	287	223	81	375	332	5	359	27	4	0	283	0	0	0	1111	0	0	0	0	3	0	572	487	128	0	0	3	1588	427	1	126	1428	120	0	565	1335	95	50	244	554	0	865	85	0	0	812	195	0	0	1060	339	0	0	0	5	90	68	409	287	203
0101010111100	1	40	2105	1764	4	2	1836	315	0	3	1605	520	58	525	1364	381	1796	1063	489	0	2566	96	0	0	3899	0	0	0	4	5	145	845	3143	607	0	4	27	4561	3696	5	304	3714	696	1	1033	2272	939	93	604	2179	132	3343	239	9	0	2255	161	0	0	4455	128	0	0	61	15	297	919	1942	1440	454
0101010111101	0	8	1226	725	0	6	1314	177	0	2	580	172	12	355	525	279	637	69	17	0	775	16	0	0	2472	0	0	0	0	9	5	457	1506	241	0	0	76	2567	1814	2	44	2082	827	0	367	1680	437	223	104	792	220	1368	113	2	0	1722	169	0	0	2586	3	0	0	63	1	380	316	698	746	793
0101010111110	0	50	538	825	0	4	457	132	0	10	196	297	16	42	320	354	593	201	256	0	911	49	0	0	2432	64	0	0	4	3	63	310	1289	124	0	1	5	367	1358	1	3	408	703	1	9	632	904	1	42	1227	381	379	378	213	0	1505	74	0	0	1702	46	0	0	63	1	86	368	852	756	85
